order_id,payment_sequential,payment_type,payment_installments,payment_value
12612168,1,credit_card,8,462.6221938582607
5fa74aea,1,credit_card,4,351.94548416524515
b274794b,1,credit_card,2,74.46213023762084
21c5fd8f,1,credit_card,10,815.5717523044129
3b483a41,1,credit_card,3,76.19869720153757
bb608886,1,credit_card,8,350.1394258300069
a8514833,1,credit_card,2,289.4493803038714
16bdec90,1,credit_card,2,601.6273030158338
4cd1481c,1,credit_card,9,111.16534115463885
ecd13118,1,credit_card,1,378.9833084247016
c1948836,1,credit_card,2,1081.4389946168524
9f938177,1,credit_card,3,298.5311716294452
3b9b0ad9,1,credit_card,2,98.38620316944031
7d26e5c5,1,credit_card,2,283.5526633465837
3f5d107c,1,debit_card,4,423.70882211352756
c3446e04,1,credit_card,4,212.7320165781531
6d4cb94e,1,credit_card,2,383.8744360680134
00633816,1,credit_card,2,268.199195533311
55bef913,1,credit_card,9,468.82834259868395
88d3e96c,1,credit_card,3,772.1696323083804
2675bf0f,1,credit_card,11,388.71260143841903
c423da30,1,boleto,3,383.1401457682573
ead86d2d,1,credit_card,8,256.9816261452814
11f5f248,1,credit_card,1,380.63616692876343
bc3ecc1e,1,credit_card,8,286.07584795968506
e49874be,1,credit_card,4,410.1139737970172
40bfbaa9,1,credit_card,2,465.8946697193396
0c2e3fcc,1,credit_card,4,988.062761132316
84f4d63d,1,credit_card,5,255.81747136986658
17ef4972,1,credit_card,4,1103.0089995907254
6055ec00,1,credit_card,8,1095.1658594613361
6ad93a30,1,credit_card,7,483.80692337747416
d895f979,1,credit_card,3,732.7245314827389
bf62fa24,1,boleto,6,180.76240807544812
bcbfbca8,1,credit_card,5,533.5674794597517
e0953f95,1,credit_card,3,56.17740091645853
6f934745,1,credit_card,6,903.6874523745089
c70ebe51,1,credit_card,2,307.5617691467158
07c6b1e0,1,credit_card,2,515.4396962523288
9c8fbcb3,1,credit_card,11,857.160942973193
a83c85b4,1,credit_card,7,446.56800497662607
6c69317d,1,boleto,4,708.6778024454346
3992af2a,1,credit_card,3,81.85749629165485
e66a3b97,1,credit_card,1,196.4382584300012
7dc97883,1,credit_card,11,633.1936677705253
db69d99b,1,credit_card,7,648.0563519687303
02b6572c,1,boleto,1,529.781551961874
f8e09b7f,1,boleto,2,499.3846158602156
be235429,1,credit_card,10,408.67028443119324
7ec0bdba,1,credit_card,2,369.1301222813513
85716547,1,credit_card,10,433.8349270705802
d29eb5a0,1,boleto,5,122.18217312989222
461da752,1,boleto,3,204.76408578146172
50e98cbd,1,credit_card,6,37.606724554127894
7ae98908,1,credit_card,11,380.9271217106905
785ec925,1,credit_card,5,369.7142072754225
5d2f0a76,1,credit_card,11,411.52438977080936
ddbd513a,1,voucher,1,125.08491181448181
225e800e,1,credit_card,6,97.62043309204317
4bf2ac1b,1,credit_card,10,369.8793142229066
0a650b06,1,boleto,10,699.335716350884
630789dc,1,credit_card,1,201.3968974086454
e9c5ba72,1,credit_card,1,468.41163742779486
d467f54b,1,credit_card,10,527.9673512570981
163a72c7,1,credit_card,1,455.8721156306152
5637c4d6,1,credit_card,4,532.6821224628196
10ce794a,1,boleto,7,282.94355242334524
3bbe01fc,1,credit_card,8,449.4218212752643
ccb2eddc,1,boleto,11,174.16496791254545
ce252eac,1,credit_card,3,700.9893258355197
6069e541,1,credit_card,8,921.1262554402027
1990de14,1,credit_card,5,462.2258992138375
a06a0c03,1,credit_card,6,292.6941505634328
fb2be872,1,voucher,4,184.49161423501658
229a4fc3,1,credit_card,1,243.7845677258122
85ecadbe,1,credit_card,1,558.1096463563553
184ba3c9,1,credit_card,11,77.41047838181905
38141b48,1,debit_card,6,450.7826783882698
cadf3b7b,1,credit_card,1,68.64187402800833
2c6cd84b,1,credit_card,2,427.89869749329347
cdea5899,1,credit_card,1,678.3175278893847
e75fc2cf,1,credit_card,1,661.8180005310165
2e242fd1,1,credit_card,11,480.78121552371556
a5c216c6,1,credit_card,11,353.2160654343488
c0e1c035,1,credit_card,10,113.7888616687508
f026b749,1,credit_card,10,140.34726111583984
51c2092e,1,debit_card,2,326.3079373843206
19e91f98,1,debit_card,6,292.14491441474706
99df00dc,1,credit_card,11,380.9091963532078
dd4488a7,1,credit_card,11,57.29349435214911
466c5aaa,1,credit_card,7,78.27561974371267
da773d49,1,credit_card,9,85.88663851218855
913f097a,1,credit_card,5,448.9246814829782
665ba7b1,1,debit_card,7,182.83775596625458
e999cb90,1,debit_card,9,967.7085271829328
acd789ac,1,debit_card,3,493.7126401538114
65153112,1,credit_card,6,49.84877753973096
0cadf6db,1,credit_card,7,545.2702789839489
4940dc6e,1,credit_card,4,498.5743885335386
f8fa893d,1,credit_card,10,457.0037078467829
be065309,1,credit_card,1,220.07560653876544
da4d6145,1,debit_card,10,218.90676230206606
1943726a,1,credit_card,3,616.975993585341
cf8f353c,1,boleto,11,438.0786444088172
2e763c6e,1,credit_card,1,106.27221518490667
8bd9e8f5,1,credit_card,4,53.656044030190515
767c20eb,1,debit_card,5,258.3601874296876
65077d77,1,credit_card,10,587.6531296971511
83519059,1,credit_card,2,274.55935664719215
e296e4b8,1,debit_card,9,105.83684957240942
117045b3,1,credit_card,3,838.0509696457568
0d46e3e0,1,boleto,8,90.77051011189374
0c6ba244,1,credit_card,9,39.12146485028586
877d5968,1,credit_card,11,378.14421964579617
04e12bfa,1,credit_card,6,321.5076074811021
63ed8df4,1,boleto,9,100.28897812262232
4ec30766,1,boleto,3,322.6248555174356
dbd5f3d2,1,credit_card,3,518.7499337404497
f6d90316,1,boleto,7,246.8005560996581
ee3e1ca7,1,credit_card,10,433.67322988940634
2145c525,1,credit_card,11,176.70955921550387
d1b49894,1,credit_card,11,63.949280674559894
e4fb6c28,1,credit_card,3,589.379127965238
0b18e60e,1,credit_card,9,146.4744978181572
da622cd4,1,credit_card,9,143.35405212560573
ffe677a7,1,debit_card,11,605.5106561084314
4434806a,1,boleto,4,418.60232000747175
af6bf00c,1,credit_card,6,992.1657160839476
47736c22,1,credit_card,5,925.3627828454114
f312a8f7,1,credit_card,9,364.25171148325194
967a0bb4,1,voucher,4,142.28035992411114
94af387c,1,credit_card,10,260.2131125608987
d7f2383d,1,credit_card,8,339.08419202103437
4d5b4976,1,boleto,3,331.7888794681812
d6e24b65,1,boleto,11,490.4488289831124
40187563,1,credit_card,3,322.73962416692314
8f84f515,1,boleto,7,518.8078626403565
e262a9ae,1,boleto,6,46.47037090577074
e466899c,1,boleto,11,1118.112608705751
85a3e48c,1,credit_card,10,179.9341175046394
4bbebea0,1,credit_card,5,106.42948497691002
509f1ab4,1,credit_card,10,213.6401201926581
468179d4,1,credit_card,4,344.4871885804474
7e20efb5,1,credit_card,11,298.7251822809392
78105568,1,credit_card,11,330.2997920306286
035b5518,1,credit_card,5,205.81768314388412
9e9497f5,1,credit_card,3,75.56622728783266
5c124fb9,1,credit_card,11,216.85783444004673
1f1ba262,1,credit_card,11,891.4184536822833
9b12b589,1,boleto,9,1233.5736486514586
fc6ad5c3,1,credit_card,3,137.7899043203851
ef22d551,1,credit_card,10,199.1417508080155
24f83127,1,credit_card,9,307.53762573176584
b4fa83e8,1,credit_card,5,607.7160831431954
29ca5ab4,1,credit_card,7,119.87195278570776
27b8eaff,1,credit_card,10,391.5163484250264
8b84e793,1,voucher,6,488.8841685233776
6e78b4d1,1,credit_card,3,384.5460684054096
e766c84a,1,credit_card,10,253.19400959623812
7072a471,1,credit_card,11,432.04245713134134
ac14f495,1,credit_card,9,195.93613541761164
9fe54196,1,credit_card,2,243.06063807215284
c662dbed,1,boleto,10,439.75232060483086
1b4cbd54,1,credit_card,5,71.69192409264937
b3aa664e,1,voucher,11,125.65410998704174
cd294804,1,credit_card,8,116.59491010387286
7c1cd056,1,credit_card,5,321.7443319430408
929d1906,1,credit_card,2,239.1576913879271
229a391b,1,credit_card,4,102.68016375200006
576ec64d,1,boleto,1,192.2356739829989
075c4548,1,credit_card,11,476.1600105366598
f95e1a07,1,boleto,2,338.50205737299433
f48655cd,1,credit_card,4,119.89778908468278
49360a48,1,credit_card,11,125.32725252712069
ac38daeb,1,credit_card,10,374.9659878202477
75a076c0,1,debit_card,9,286.39392338939047
16affb38,1,boleto,7,298.1988745592922
9bfcc44c,1,credit_card,3,522.802168354499
bd91414f,1,credit_card,7,1397.4340645528212
0f3735f3,1,credit_card,9,306.3227203271859
a24962b6,1,credit_card,1,49.15687174039343
164cac6a,1,credit_card,6,270.50940834833426
9e65877d,1,credit_card,2,325.5490884120003
422d82e9,1,credit_card,10,70.28178915741849
47f7dc4d,1,credit_card,1,467.181222780746
0e5579c2,1,credit_card,6,216.5188616834227
fe0f2838,1,credit_card,5,174.63373599404136
49e66d33,1,boleto,9,163.4059809623497
f9ab96a2,1,credit_card,10,437.0850576543596
5ac50646,1,credit_card,8,376.58924436733054
34363ee0,1,credit_card,5,451.0615872714819
f34292ed,1,voucher,7,394.44167325625995
d962c8d0,1,credit_card,7,502.8024594253392
3396d16f,1,debit_card,8,201.51040300642111
151d8dc5,1,credit_card,6,451.9397840191274
8d0b393c,1,boleto,2,370.04187563161486
91542be8,1,credit_card,11,735.0194008645071
e0c24109,1,debit_card,11,159.92759845260574
d134f4e2,1,credit_card,3,1003.3927174728685
f479d17d,1,credit_card,7,145.33759720642976
a022ae5e,1,credit_card,9,274.3790074532354
a7531392,1,credit_card,4,401.4857852552186
db768dfd,1,boleto,4,409.6891147077752
b7b9df56,1,credit_card,8,484.01103232362027
83907d68,1,credit_card,4,384.654201788683
4505b919,1,credit_card,11,518.3302445101157
36f1185e,1,credit_card,3,135.74729200455454
81de08d2,1,boleto,1,552.9206850275526
11a1e6fd,1,credit_card,1,432.59622279122954
f3c0aa09,1,credit_card,2,236.20613269775225
c16415f7,1,credit_card,1,46.845948456384505
5215bd74,1,credit_card,2,187.29344621003898
d3d875f2,1,credit_card,5,223.9065340722047
83b8962c,1,credit_card,7,370.8935685240218
7fd9bc59,1,credit_card,10,81.46573511762952
f4483e9f,1,credit_card,1,454.1206076838039
089793c4,1,voucher,1,754.122286832713
060c12eb,1,credit_card,1,528.9324968881896
2c6eed10,1,voucher,9,318.7719306925214
ad03d7c6,1,boleto,1,55.974749985183735
be93664c,1,credit_card,5,401.7402348864801
7bf7bb48,1,credit_card,5,386.56382783330827
a926a1a6,1,credit_card,6,742.7363768246457
a6f45ea9,1,credit_card,10,479.7807512718027
fbb5d985,1,credit_card,11,341.88720115438247
b552bb82,1,credit_card,10,460.6414872244466
f7d15778,1,debit_card,10,157.59029604206617
9efb5100,1,boleto,10,364.7523181436117
82e19e1f,1,credit_card,8,73.1180246530968
f96b9f94,1,credit_card,11,187.0523757887631
fab01290,1,credit_card,9,516.1655857754497
b7ea629a,1,credit_card,9,454.6571510430909
2521941b,1,credit_card,1,218.41481787828315
c710ec24,1,credit_card,3,82.10157284232649
9f55e213,1,boleto,3,251.58655374338966
21cc4e59,1,credit_card,10,106.96838613124129
b8618302,1,credit_card,5,486.80762759205163
2b45c3d4,1,boleto,5,92.75865696558108
0253762b,1,credit_card,11,492.0556488321164
0474a77a,1,credit_card,7,172.81445049161684
77f49e03,1,credit_card,1,90.07686899367248
c4c070cb,1,credit_card,6,521.7969570898451
a08b86fa,1,credit_card,6,661.6598343130588
d5a5e97f,1,credit_card,10,70.04288244426407
713862c4,1,credit_card,11,98.99125028086148
bc755558,1,credit_card,6,215.1412153465774
f436079c,1,voucher,8,252.7017503839265
0e948af8,1,credit_card,8,90.95484131634367
fbf4560e,1,credit_card,7,113.56718610524095
a4fb8672,1,credit_card,3,487.3880078349827
e1804d51,1,boleto,8,153.8485674316609
2369b4cb,1,credit_card,3,949.8046682346428
573980aa,1,boleto,2,75.74568453592525
2f98c354,1,credit_card,5,143.72012824143928
fb714820,1,boleto,7,203.41696944014478
71a4e3f5,1,credit_card,1,342.06972343872246
a6830f16,1,credit_card,6,473.369807639321
0f02fe2b,1,credit_card,6,456.8456946539385
27755021,1,credit_card,10,382.95073498333795
8ac01601,1,credit_card,2,214.78721703180005
5f2155ab,1,credit_card,6,97.62667961138138
b130b4bc,1,credit_card,10,178.63688519029373
bbcac174,1,credit_card,8,281.97796923450596
0a170bd5,1,credit_card,1,526.2030396849747
2da23135,1,credit_card,7,522.1909975171777
0579d291,1,credit_card,1,455.43311096927465
c74bb9af,1,boleto,4,70.16617309176887
3607fe2c,1,credit_card,6,537.5732047390624
25870481,1,credit_card,5,453.45903954362944
5337e14e,1,credit_card,10,79.14667341126703
7c7eec81,1,credit_card,1,376.8721126346273
a0350533,1,credit_card,4,1197.0632332019452
719abab5,1,credit_card,3,347.38206099447353
ee8f75fc,1,credit_card,6,512.5381825422097
5327d933,1,boleto,11,133.05311913826455
82ac9a63,1,boleto,2,385.15355228794283
bc198bd0,1,boleto,10,720.6262582496978
ccb0a88f,1,credit_card,7,218.9785766611957
ef5f2d87,1,credit_card,9,222.58625001425156
95a0b460,1,credit_card,3,376.11695112245144
af07e00e,1,debit_card,11,306.3908250487089
a8ad6dd6,1,voucher,3,335.20913908845046
04b5d361,1,credit_card,10,220.18575148514034
cb6e79d2,1,credit_card,5,422.0562322546362
5d519f5c,1,boleto,10,302.7419017774836
a6ecbfc8,1,credit_card,9,424.911599759857
5f6071c8,1,voucher,9,80.68526338564365
7e020fd3,1,boleto,1,147.75968861798233
d225cf61,1,credit_card,8,400.6258002822683
c11e073e,1,boleto,2,1021.2679511546125
3565d19c,1,credit_card,9,39.9715171988919
8d0ea8ed,1,credit_card,7,136.4460830711224
2cd96697,1,credit_card,2,461.56922278060637
30304d38,1,credit_card,10,292.50160322170495
f49a9d19,1,credit_card,6,85.06244357540285
7fdf0d0b,1,debit_card,7,361.50058351524706
4c1130f3,1,debit_card,6,596.5467996827881
33415a52,1,credit_card,10,99.50693905731498
cfd419a4,1,credit_card,1,770.457460431445
7c096933,1,credit_card,3,196.713972840327
1329ad53,1,boleto,9,458.14205894207157
4668f413,1,credit_card,5,311.3387381862885
4010425e,1,voucher,8,299.6387474426177
24bd1d3c,1,credit_card,11,249.91544850703693
4c1c5b54,1,debit_card,10,390.9144761970493
fb29f661,1,credit_card,2,936.3309666867364
349bee9a,1,credit_card,1,702.0590207346171
970f01f1,1,credit_card,3,437.02416216051205
d3f241c5,1,credit_card,6,190.58699069097423
304c9337,1,debit_card,3,374.6614835708643
51c8898d,1,credit_card,10,284.82232807265717
f7d25230,1,debit_card,2,500.0534891611165
e0c05002,1,debit_card,4,406.8644064962971
99395e02,1,credit_card,11,498.4247734032435
b30f0ea2,1,boleto,1,277.760921730104
24643fb7,1,credit_card,3,602.4443042545981
e038f866,1,credit_card,3,468.3048772002338
b461a776,1,credit_card,4,358.3284779805951
401bf7e8,1,boleto,6,363.7960054717691
9ade7163,1,credit_card,11,91.36976786089738
0e9020ec,1,boleto,8,365.89541116914927
5abbd998,1,boleto,11,579.9392034045961
2b9062bf,1,credit_card,5,349.59029850684203
e8bb0480,1,credit_card,7,198.56791364084427
32e91715,1,credit_card,4,475.91209777480526
891329f1,1,boleto,10,169.36821870430467
bf4ec329,1,boleto,9,259.5262761923702
7655a224,1,credit_card,1,369.0786009788066
f05537cc,1,boleto,8,503.0054825602484
1ee23b74,1,credit_card,10,165.2415969901328
e68adbff,1,credit_card,4,266.97495740891355
2a5cd09f,1,credit_card,2,1031.5842394551921
95f12472,1,credit_card,8,719.9848577993654
58a8a0c5,1,credit_card,10,449.8475454002805
c9117e0b,1,boleto,11,1248.3165954939327
11b06914,1,credit_card,8,177.14836481777007
ebc286fc,1,credit_card,11,52.89131372182831
d10cb918,1,credit_card,7,372.31906988164917
196126b5,1,credit_card,5,373.4151338970389
fbcf0153,1,credit_card,4,655.6058214049797
2c0466ea,1,boleto,3,231.12772384052477
9ae28d3b,1,credit_card,3,407.44310259186045
67f3b54c,1,credit_card,7,468.1325856991733
3d77d35b,1,credit_card,11,202.7095285605385
e0d2cf49,1,credit_card,9,54.672942946092
c02f3b49,1,credit_card,11,805.1725509394112
ad5b7813,1,boleto,1,735.37802544793
7383f229,1,credit_card,9,477.69386087284926
94545e40,1,voucher,5,480.0500811922522
a728df86,1,credit_card,5,247.0537573339846
f5f7ddc4,1,credit_card,4,244.04509868753337
1929ec1a,1,credit_card,9,103.56954736969143
3c878720,1,credit_card,3,434.592441632521
14d2afa0,1,credit_card,11,404.49404635932325
766446f2,1,credit_card,4,301.5836717842556
377c98ff,1,credit_card,8,349.26753033124237
dd380c2a,1,debit_card,1,181.71710112095232
5f7bd8d9,1,credit_card,11,159.608258448127
0efa41cf,1,boleto,1,105.63104201123711
a8bbfd7c,1,credit_card,3,383.4612182671368
529e21dd,1,credit_card,10,207.27356376375494
b49775d7,1,credit_card,6,426.3114952076344
cebf8e08,1,boleto,4,453.3371541543216
96ca9750,1,credit_card,11,295.0980829475419
4e24fefc,1,credit_card,10,287.86216980887684
095c895b,1,boleto,8,363.9537473615067
a198c4d1,1,credit_card,2,75.579257171172
5357b391,1,voucher,4,527.6245968329567
70d2efce,1,credit_card,3,522.5393003376784
cb57451f,1,boleto,6,422.6035981329544
3fdf158d,1,credit_card,9,124.21560628903491
affb0d4b,1,boleto,7,643.6227745562845
da1f9dde,1,credit_card,10,526.2003047645692
28efdd49,1,debit_card,6,242.81553624397475
63a928f8,1,debit_card,3,1083.21033961807
25b44ecb,1,debit_card,11,178.28246629390026
90146313,1,credit_card,1,377.12877609213893
44e6a1fb,1,credit_card,1,493.838493162158
b0e1b8e6,1,credit_card,8,252.58489525802884
6f85b225,1,credit_card,9,126.70756665922286
3fc599c6,1,credit_card,7,405.6978416458629
3d9661e8,1,debit_card,6,181.66335182865322
9cf2bbd5,1,credit_card,8,296.4563713430272
bb49511d,1,credit_card,11,181.47298676618158
d0f6fa43,1,credit_card,3,438.7519183449786
26d1c7a2,1,boleto,5,136.08419872313806
83daaa89,1,credit_card,7,344.89035603531664
05e7e2ba,1,credit_card,10,672.9247958588447
2fd34e9c,1,credit_card,8,240.95549636651234
f6712085,1,credit_card,5,291.51880835715446
e97bf992,1,credit_card,9,116.61080070880594
f0069f76,1,credit_card,10,398.156180201867
52125f12,1,credit_card,9,425.32738705979824
370df9eb,1,credit_card,11,49.12682807537717
e658d664,1,credit_card,1,878.708089152272
a7230964,1,credit_card,7,434.64184635030796
25f02c09,1,debit_card,9,284.15737559807906
10c9836e,1,credit_card,3,108.13473175001974
5948aad8,1,credit_card,11,203.3888055278238
5e5ffeea,1,credit_card,5,119.24989602771663
edc4d043,1,credit_card,7,199.20970298228977
2768c9f2,1,debit_card,5,704.7064508410173
b5305cbc,1,credit_card,6,246.88136120510205
7a314bb8,1,credit_card,9,219.50671633464293
aaf8940e,1,boleto,5,200.33800373568766
1fb51958,1,credit_card,6,125.27471946067926
7111974f,1,voucher,4,74.6253820285392
33bde42c,1,credit_card,1,479.89253039951836
52fbcb34,1,boleto,6,168.8615480792069
de57ac2e,1,credit_card,3,834.1113527221463
56dce8e0,1,boleto,4,470.2829098768116
a21050b5,1,credit_card,10,56.46984983017396
99eb3ced,1,boleto,2,281.87451397829386
f29331df,1,credit_card,3,213.07594582599856
19dc9334,1,voucher,10,236.06484253591867
be184900,1,credit_card,5,362.3420113479719
970ec849,1,boleto,2,121.53356134896148
ef533f34,1,boleto,9,396.0253707337274
d20c5b69,1,credit_card,1,461.82886512904844
16feb06f,1,credit_card,6,147.72101733161116
31730e2e,1,credit_card,4,450.49137155129523
2011549a,1,credit_card,8,322.5709527754166
ff13485c,1,credit_card,4,376.49263945393636
00b786f0,1,credit_card,5,226.26946280866295
d628153d,1,credit_card,11,299.164816875705
a7507421,1,credit_card,3,412.3597980414947
25c2c9b0,1,credit_card,2,394.88573613349564
e34158d7,1,boleto,1,155.73853452240988
9916a21c,1,credit_card,6,440.0507216285964
a1d66a7d,1,credit_card,4,502.52151233763954
0d6ee839,1,credit_card,8,462.3486517214446
7805a3de,1,credit_card,2,807.2440736700266
ff73593d,1,credit_card,3,588.7017996013869
f1ab5d76,1,debit_card,5,927.3637856789662
4f7c35f4,1,credit_card,8,150.41037382029978
387872d5,1,credit_card,7,284.8180900111654
5be5de66,1,credit_card,8,478.8206809911972
6627ee33,1,debit_card,7,487.4537520953189
aef2433f,1,credit_card,11,54.55114140466419
b7c09fb1,1,credit_card,2,392.6796438930006
5c08e6d7,1,credit_card,9,60.7507273723254
7e713895,1,boleto,8,280.36621617554783
eaf1654a,1,credit_card,7,154.55823225053018
788c1c4d,1,credit_card,9,306.94547605848743
eed0bbb3,1,credit_card,7,328.7960821180441
b12dd04f,1,credit_card,10,138.55366788532282
a60cb921,1,boleto,1,382.520614786825
e8ec0735,1,boleto,9,1346.3108587080203
1c5cbd25,1,voucher,7,104.48723314499868
56386d64,1,credit_card,2,200.44076291566262
5ec298ba,1,boleto,4,530.4791493309503
c2b0b311,1,credit_card,9,419.186868745986
0b7c69d3,1,boleto,6,980.6111241017799
da64644d,1,credit_card,4,424.5674645480362
d03e050e,1,boleto,5,425.5601283377609
c99fd16e,1,credit_card,7,344.9714722070654
5c67aca6,1,credit_card,3,376.77963142944066
c4eb96de,1,credit_card,8,327.76974323543067
b86d0a20,1,credit_card,11,243.19535936074467
c5c833fa,1,debit_card,10,350.1800218029042
63b913ad,1,credit_card,6,498.9240575784092
0adb156c,1,debit_card,1,134.86816912540706
9d7cf46a,1,credit_card,4,107.48475283827523
c24fc79b,1,credit_card,5,493.29423913999386
eb5d14c0,1,credit_card,4,371.01074404475366
4de097da,1,boleto,6,439.94263915150793
94f659dc,1,credit_card,11,253.3812653476553
3d4e7b52,1,credit_card,5,269.2915942333716
8e305023,1,credit_card,8,129.12606769653306
94c507ca,1,credit_card,6,174.46381097381766
20f0a04a,1,credit_card,10,447.7545244289613
97558890,1,credit_card,1,391.34585436715923
906ed421,1,voucher,3,340.33633561238236
290f716d,1,credit_card,8,187.22924209533284
baf325e5,1,credit_card,3,349.83090806829415
33d7ce66,1,credit_card,6,406.83766709508217
9a56f637,1,credit_card,7,155.31506981747006
4056eacd,1,credit_card,3,347.84570147929566
b91b7f29,1,credit_card,1,88.35136133776402
cd2e14cb,1,credit_card,2,308.9385167992782
dd1649ee,1,credit_card,3,628.6027613254653
b6346a85,1,debit_card,3,140.63555986949498
6c41518a,1,boleto,5,199.17350753802617
20260f3c,1,boleto,9,385.55118754450893
19563209,1,credit_card,8,154.23635145032384
66bc0e35,1,debit_card,11,425.8970361898746
d1097af6,1,credit_card,10,255.4252660702216
01ec5f52,1,credit_card,2,316.28334404854905
7f207d7f,1,credit_card,11,278.83106969632195
23bd9a4b,1,credit_card,10,175.78363342528368
14480b34,1,credit_card,10,77.42552357170396
797ab638,1,credit_card,2,884.8012528878369
03dd1d11,1,credit_card,5,162.03892732027225
3a650773,1,credit_card,3,151.49952015333517
595a8a05,1,debit_card,4,516.2439165497186
336d2fb2,1,boleto,5,453.30339499209725
21c41269,1,credit_card,9,240.9065259769054
172f61a2,1,credit_card,7,249.82018017673846
b18f73c0,1,credit_card,11,211.48174752453997
dfa914fd,1,credit_card,10,412.1195608957753
52dd3951,1,credit_card,6,248.71805049292993
efa4fbef,1,credit_card,4,271.13970848995336
ee83b6a4,1,boleto,5,654.5083299689564
dd6a854f,1,boleto,1,58.533553233352094
b15d213b,1,credit_card,7,62.59356215252964
ae5c60be,1,credit_card,4,233.65815824534153
26d32540,1,credit_card,5,477.32751166026185
2d0a329c,1,credit_card,4,262.43472343969904
03351311,1,credit_card,1,355.9276887764447
6c51b739,1,boleto,10,154.8226495921989
8674cd49,1,credit_card,2,391.97647413198723
604883d0,1,credit_card,5,504.24615039420013
0b31f434,1,credit_card,10,187.4818458127572
f7359b5f,1,credit_card,10,189.92863534090932
5e078a55,1,boleto,2,424.263757483635
69c09058,1,credit_card,3,477.7530220132804
ca72701b,1,voucher,10,205.31447731356275
b2cac020,1,credit_card,2,356.81895174192886
f2967f21,1,credit_card,11,211.34181067092294
c05a4026,1,credit_card,10,877.756922660203
7b53f366,1,credit_card,3,393.1860362392242
a853225f,1,credit_card,7,642.9841212273436
40b429a2,1,credit_card,7,282.2864479380554
cf7c29c9,1,credit_card,8,80.78674143196301
b929aed6,1,credit_card,5,322.0226150672914
08b2c261,1,credit_card,6,130.60017023545987
cb04f4e8,1,credit_card,8,350.272886955358
d692e486,1,credit_card,5,281.7022335247542
7b921632,1,credit_card,1,216.66455283805297
22112e15,1,voucher,8,469.15514923522727
4e20a2d1,1,credit_card,10,522.5961265248887
9f601907,1,credit_card,1,615.7774804165927
68487ee1,1,credit_card,3,417.74053178087684
7dec2850,1,credit_card,7,240.61639244384355
b480bb3d,1,credit_card,2,238.13142421301094
b3aabee3,1,boleto,10,242.8688131930326
3a00efce,1,credit_card,3,332.52224997341244
95cb915b,1,debit_card,1,688.1507154433973
49df05a8,1,credit_card,7,437.7429668395591
6e5c77f4,1,credit_card,3,209.75437444373836
f4bb9114,1,credit_card,2,183.74948157846907
a48ad8dc,1,credit_card,5,222.70481602290647
23db5983,1,credit_card,6,387.12582452947606
b15c6993,1,credit_card,3,493.4489787133406
4d736760,1,credit_card,7,203.03229064711934
1629419d,1,credit_card,9,189.62337801353954
