customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
99ec1ccb,6ff82976,37455,porto alegre,ES
657650a5,093db438,87465,rio de janeiro,RJ
d9e6c2ea,ca6685ea,42605,curitiba,SC
dd01e084,1bd75cef,15955,porto alegre,GO
37ce7391,42ec8b57,45049,porto alegre,ES
ca495235,e231c105,14917,sao paulo,SP
ffcc2de0,1cf73443,71293,rio de janeiro,RS
a57ad3c8,42498a91,79581,porto alegre,RJ
d04d6633,15aa8701,65925,porto alegre,SC
42bf38ac,34decc2e,71269,curitiba,ES
6032f02c,d5a5a631,31954,sao paulo,ES
c60c8b6a,7ad8338f,97671,belo horizonte,MG
31953a15,4c562c5f,73617,sao paulo,ES
9e3b4bf9,41c58163,42458,belo horizonte,RS
3b7c021a,861fea94,90037,rio de janeiro,GO
493bbefc,acae666a,22113,rio de janeiro,GO
fc0ef4bc,2738b68b,91226,porto alegre,ES
3976a181,cfd4dc20,44939,rio de janeiro,SC
04125765,87ee16dc,30345,porto alegre,RJ
e29ef7aa,0c262f72,47313,sao paulo,SC
7b714f7b,18d16804,93365,rio de janeiro,BA
111ad3ea,c8f8e3de,70166,sao paulo,RJ
1afbd9f2,6f057bda,48861,sao paulo,SP
74aa3f7e,5212c426,98406,rio de janeiro,RS
1458e42c,98034654,50298,sao paulo,SC
2d60a201,160289ec,48221,rio de janeiro,MG
6e2d7f7d,6c23d294,45942,rio de janeiro,GO
48521ad5,649ef049,4453,rio de janeiro,ES
c4581007,74dc7666,55935,belo horizonte,RJ
cd70939d,b81a3d6a,44370,sao paulo,ES
5ec4a4b2,0893e5dd,9328,curitiba,SP
43c4b569,2d613b8b,16534,rio de janeiro,BA
a5540611,c39b4c55,86280,sao paulo,ES
27aa9145,0ed6314b,85925,porto alegre,SC
2ba1b5a6,cda2878d,37320,rio de janeiro,RJ
e7fe88e6,c8e08033,50170,rio de janeiro,MG
91685332,475be61f,81201,curitiba,SP
3b86e5ea,0f162bbf,9640,belo horizonte,PE
eeac31bd,4e4cc9a5,92057,belo horizonte,RS
65def7f2,b1f67cb2,31049,rio de janeiro,BA
fffbb4e3,e6cba105,6618,sao paulo,SC
a8f8a15b,5dc9defd,57053,porto alegre,RS
774b0047,967900e1,2920,porto alegre,MG
f4df17ba,ef1e1302,44937,sao paulo,RS
c1bca347,71e7a732,70724,rio de janeiro,GO
485d4e65,0271186d,13207,porto alegre,RJ
ff8ab155,514bd385,66774,belo horizonte,RS
f37c4dab,91e9bfd9,33972,sao paulo,SC
0e24cad6,c55eb91a,11799,curitiba,PE
daff50df,700e8491,72088,rio de janeiro,GO
b87f4f4f,ae43f35a,29916,sao paulo,GO
4f311ea7,8be8635b,71463,porto alegre,RS
5ffba27b,67a6c8ef,94500,rio de janeiro,BA
38116a3a,d0eca7e9,77700,belo horizonte,PR
ebcc203d,66840f49,38158,rio de janeiro,BA
460d5d81,ac85e04a,85607,rio de janeiro,ES
0284bd5d,fe2d21a0,72696,belo horizonte,SC
df81b34e,3b9a6454,62510,belo horizonte,PR
9b0b7167,7ab2e34d,59692,rio de janeiro,RJ
23788daf,af5871b7,62744,belo horizonte,GO
1d11581c,2faeb2b6,16810,sao paulo,SC
940d073c,b92a7870,6126,belo horizonte,MG
6c7b8fcf,11a275de,31009,belo horizonte,ES
f9940be5,21263f7f,91932,rio de janeiro,PE
1779b70e,1a87957d,1192,sao paulo,ES
303dcb2e,6b304ba3,37413,curitiba,SC
b92f715a,732c0b6b,13816,curitiba,RJ
8dda584a,e4359746,40082,porto alegre,GO
c54ab429,266b579a,66048,belo horizonte,SP
5304f5d3,55b97199,51940,belo horizonte,SP
b37fe000,2bc14783,33130,sao paulo,SC
cee6a734,148eabe3,41142,curitiba,RS
82027974,dbe48eaf,37468,porto alegre,BA
192f771a,31adb816,31698,sao paulo,ES
8c7d0f27,9da0aa22,11655,belo horizonte,RJ
3f551ea5,5f1bd5e3,48897,curitiba,ES
6bff897e,3de54c6c,31075,porto alegre,MG
a1e71d1a,8f8797a8,10359,rio de janeiro,SP
13ff119e,c4291669,43056,curitiba,GO
8853fb5e,03d4b863,52831,porto alegre,MG
e09d43db,828652a9,60191,sao paulo,GO
23961419,8a22bf04,34272,rio de janeiro,ES
cad1c79f,fcc14333,15671,porto alegre,RJ
e9120ba0,df1d97b7,28048,porto alegre,SP
943fbd3b,8dafcc90,77274,belo horizonte,ES
22d35224,ca8596f8,26963,curitiba,SP
699e8bda,4ca19b16,44954,belo horizonte,SC
ed34964d,b822d8e1,73309,rio de janeiro,PE
99c1d99e,cf0b6e73,96430,porto alegre,PE
1a461c19,8a0e2644,1717,belo horizonte,GO
51d40cd2,6e8fa0b9,12676,curitiba,ES
62f7edd2,7ae7fde7,5434,rio de janeiro,PR
52ae0f66,464058a0,50810,sao paulo,SP
89dec935,a9740671,95636,belo horizonte,SP
a9ff11be,e25b6603,5994,rio de janeiro,PR
cca75a96,df516089,5234,sao paulo,RS
a7ea4ece,4695c766,70300,belo horizonte,ES
03aed3ef,e969d6b8,44949,rio de janeiro,PR
50c7156a,44fb15fb,38405,rio de janeiro,PE
5fc879d4,4a0d9632,35872,belo horizonte,SP
2ea618b5,383ecc65,43215,rio de janeiro,PE
53623885,b97daaa7,24185,porto alegre,ES
7794dd22,92621b68,44442,belo horizonte,RJ
9b50c210,d7fddbab,52759,rio de janeiro,RJ
b5562c6c,cc986d2a,42153,sao paulo,GO
8f3893c2,36a190be,78535,sao paulo,PE
1039b0f0,3a4d48ba,3581,porto alegre,PE
d9153034,934ffec5,52717,belo horizonte,PE
1f04444f,e7801b50,3763,rio de janeiro,RS
87a6e4d1,1d0534ac,93910,rio de janeiro,PE
7b82a846,46155f4b,56480,sao paulo,RJ
9549826c,adb68467,39759,porto alegre,RS
0afeb096,206e3786,77067,sao paulo,GO
c6d78035,151e422f,26307,sao paulo,SC
9f5fd793,1209d382,97371,porto alegre,MG
c112a403,24624e31,12064,belo horizonte,GO
2ca259c9,2f0e54bd,77848,rio de janeiro,BA
21bc0cc9,0f06eb6a,38548,belo horizonte,RS
b2a3ce3f,7d660542,37945,curitiba,RJ
0700b147,73d31379,48937,curitiba,RJ
fa72d30c,9ad2363d,7476,curitiba,ES
d26329be,f7654e1f,52756,porto alegre,SP
93a5141c,97664ac5,91101,sao paulo,PE
27231cbe,2c75bdd2,3382,belo horizonte,RJ
ae46efa3,9f6fc2e7,50683,rio de janeiro,PE
d451138a,d70d51f4,88999,curitiba,PR
405b8478,ffc5c5f0,46276,belo horizonte,SP
8f775702,c1396ba6,34402,curitiba,PR
c2bc731a,ada27df5,92881,curitiba,PE
f7a10ec6,802697ab,27946,rio de janeiro,RS
eb03106d,49578e96,80698,porto alegre,BA
3e3ac1c0,272ebbe3,74933,sao paulo,SP
1d23108e,02b4fba1,23335,porto alegre,RS
3cc600a0,c47c17a0,46095,belo horizonte,RJ
95470f0f,4df3a1fb,80930,porto alegre,BA
ff5e1abf,1124ccce,28197,belo horizonte,SC
226bcf59,203a6f84,23010,belo horizonte,RJ
47b2beeb,a75c0f60,25123,sao paulo,MG
f60cea55,a1c2234f,88923,rio de janeiro,GO
7b6b853d,6572e600,3890,sao paulo,SP
2696c20c,c0e0f81f,94305,porto alegre,MG
1c5c07de,56818345,9026,belo horizonte,PE
36cc6b3a,61d7a18b,65925,curitiba,SP
7bffc983,85152ef1,69842,curitiba,GO
88ca448b,024bdb94,34665,belo horizonte,SP
7a018bab,fafbb72d,10277,sao paulo,RS
bae2458c,3cb4d9b3,43239,rio de janeiro,PR
ceff27e6,165b5b42,48664,sao paulo,ES
93401c5f,418f876e,49008,belo horizonte,RS
a0a051e3,01448c5c,15683,belo horizonte,GO
aed5eb1b,1917b2aa,1670,rio de janeiro,SP
64161b9c,5c3d54d0,90211,porto alegre,RS
79ea4e2e,15e653db,18889,porto alegre,PR
86a3764f,1036947c,56612,rio de janeiro,MG
304aaeb7,a74a7cea,45535,porto alegre,RS
dd4ac6cb,5afb3c68,79542,curitiba,PE
425cd5a3,830f62ec,55319,porto alegre,MG
441ec578,f2b5028f,93067,porto alegre,GO
c9253917,a8b51387,22639,porto alegre,MG
b85bcf64,77f98c2c,65712,curitiba,SP
4c4343fe,94bf4998,17633,porto alegre,BA
f342f0d3,c405b055,35660,curitiba,BA
09883ba6,ec2acf9c,69975,rio de janeiro,SC
9df80411,d1b46262,33172,sao paulo,PE
becd3305,e5028f98,60197,rio de janeiro,SP
6584d050,2b176a51,59847,sao paulo,GO
46fabd19,66bb4995,12577,rio de janeiro,RJ
6408cdb5,d246fd8b,78299,sao paulo,BA
e0e48b4b,c08c8f94,21176,sao paulo,GO
6b60eefd,0b84809d,45386,belo horizonte,MG
73dd36a0,b76bc022,64972,sao paulo,RS
d3962b43,a397377b,90791,sao paulo,BA
8d9621fb,cf934d44,42003,belo horizonte,SP
4392aad9,fb8f381a,20996,porto alegre,BA
281a2808,97327976,87598,porto alegre,PR
0546e4d4,5241ad52,36931,belo horizonte,PR
1a614d77,984b3cb4,36710,curitiba,PR
bf12ac57,72165563,35693,sao paulo,PE
bbedfb4b,055e1371,36740,sao paulo,BA
3a71842b,6705c5b5,78241,belo horizonte,SC
a7e7353e,09311514,94583,belo horizonte,GO
7da7bcac,7c2240f4,77502,curitiba,PR
18b95074,68d2d012,18374,porto alegre,MG
522d8e5e,c319c6b1,77674,rio de janeiro,SP
c0c853ae,3ff231a7,82471,porto alegre,PE
4cfa4f68,b43d55bd,46913,sao paulo,ES
5e449cea,cd994b58,67025,belo horizonte,PR
523d2b66,537afb00,45516,curitiba,GO
13edfa96,29344076,88796,porto alegre,MG
494c7cf8,81005fa6,27069,curitiba,SP
7bb17d06,3edfc1d2,57233,porto alegre,RS
96ff2edd,a01ac1d1,85811,sao paulo,RJ
2e4d3714,27e6b0bb,60049,rio de janeiro,MG
d60004a8,70a6615b,40178,curitiba,SC
ba57044c,eeb888c9,33821,curitiba,MG
fb8392dd,d076d345,52727,rio de janeiro,MG
8b2938c8,344bd8b9,61935,curitiba,SC
3ffe797d,964d27dd,17999,curitiba,RS
27abd807,db70d3e9,63522,porto alegre,PE
2d05bfc5,d3cb72ee,39712,porto alegre,BA
a36e7535,fb3dcfca,65551,rio de janeiro,SP
4343210c,c1382391,41172,sao paulo,MG
624826cc,78d02bd6,34722,curitiba,MG
cdd97efd,242e58ea,11625,sao paulo,SC
09bc672e,d8f88fda,68165,rio de janeiro,GO
c52103b3,73c226b8,77509,rio de janeiro,MG
741adab3,f74014ea,7859,porto alegre,MG
bde12ffc,f0018145,42609,curitiba,SC
8395e0dc,2c9417e9,44307,belo horizonte,GO
c6381a51,052d947b,22839,rio de janeiro,SC
ad9f2dea,7f112234,28216,curitiba,PE
85f3db1e,d516fd55,53953,sao paulo,MG
77a01765,e009c5a9,85481,porto alegre,PR
a88ff43a,99304fdc,61593,sao paulo,SP
59215bfa,9280488e,73075,rio de janeiro,GO
05f88465,7930d19f,50522,rio de janeiro,PR
05334e4b,c52807ee,5886,sao paulo,SC
55c67382,e6b57b13,8485,rio de janeiro,MG
2a5c2be0,acb02341,32455,curitiba,SC
71459c27,d861cbf4,17767,rio de janeiro,BA
4f9b60d8,07e2fc7c,29453,porto alegre,BA
f2637f42,d7dbbe12,77280,curitiba,PE
2c4b1244,8fa4f81c,54442,belo horizonte,MG
1135e5b7,01b7ac1b,52877,rio de janeiro,MG
8c923119,c345d713,13226,rio de janeiro,PR
e253080b,fa9c8ac3,94405,porto alegre,ES
ff2ea679,ba9ec912,23588,porto alegre,MG
5a9e17c8,9a52c7bd,79976,sao paulo,PE
4421bf0f,5db463e8,32709,sao paulo,GO
d9b98c8f,fd583265,48788,sao paulo,GO
19803873,ee102ad1,89031,porto alegre,SC
612f6f58,a5e048a4,38019,sao paulo,PR
63732244,c930c47f,45948,sao paulo,RS
457146e8,40615053,66133,belo horizonte,RJ
d32be563,d38cccae,67458,sao paulo,SC
81111e26,aad1c79a,28526,rio de janeiro,MG
5e4efc44,30f0c19f,74493,porto alegre,SC
d2036d43,008ed646,53198,curitiba,RS
37999f04,81d6b928,44395,belo horizonte,RJ
d7db694a,11f91e5e,25031,porto alegre,RS
90d7c556,8a7ce8de,76542,porto alegre,RS
45b9a3c4,8758fa86,38701,rio de janeiro,BA
d5d0e496,7628c5a9,26939,sao paulo,GO
f454cd99,6c7705e1,50145,rio de janeiro,ES
da8f3728,47d61037,21324,sao paulo,MG
d5280273,b778b57d,23867,sao paulo,PE
3555ade0,2885b5a2,1203,porto alegre,PR
a86d4a8b,40dbc01c,17544,sao paulo,SC
7b347b78,09467157,16899,belo horizonte,MG
82ff5cfd,3842f654,30063,belo horizonte,BA
77731cc6,9804026e,91880,belo horizonte,GO
20468d25,37fecd45,4748,porto alegre,SC
709e65fa,7c9b370f,67629,rio de janeiro,PR
3e39d5ff,b3b08e56,81764,curitiba,ES
3625a891,9c86f545,21884,sao paulo,MG
ffefea14,f011c8d8,26183,curitiba,PE
2e490e45,3576fbca,82570,rio de janeiro,GO
bf7060a9,9380cbfb,72246,rio de janeiro,SP
863ddf89,01d61b43,20259,porto alegre,MG
ce020f46,fbc655ba,36959,belo horizonte,RS
5b1d2b01,5eb490ee,34457,belo horizonte,RS
a4d64a2f,1133cdbe,86679,rio de janeiro,PE
fcd091eb,53397b9e,3103,porto alegre,RJ
6c796e34,0a857087,66901,porto alegre,PE
a8abe8a5,e013be72,45535,sao paulo,GO
a30f1ed6,6c1e9437,17103,belo horizonte,RS
895ab401,a1abf29e,99046,rio de janeiro,ES
552a4621,14ac26d3,91012,curitiba,ES
833a88af,0bf9e5d7,79278,belo horizonte,RS
d247b201,33ee8e14,13391,sao paulo,GO
8f7d4ca6,7259b0a2,29901,porto alegre,BA
0f61151e,3c49d7d8,98537,rio de janeiro,PR
1197f4ae,8f7f82c2,82159,belo horizonte,PR
9cf61efd,e549efd5,68914,curitiba,GO
b80dfc78,ceccd04d,51357,sao paulo,SP
3c782555,48b10b62,87908,sao paulo,PR
156446d3,5f16b6c3,39437,belo horizonte,SC
b0597625,d13fc6d8,36503,curitiba,PR
bba5163c,7b140818,97282,sao paulo,SC
652568f0,572c7d34,94459,rio de janeiro,RS
f7c14522,03b52a3f,76403,sao paulo,BA
09fc91f8,f6fe9eaf,42258,curitiba,PE
156e1081,6fd89713,34724,porto alegre,BA
21aaa979,33faef03,65286,porto alegre,PR
673f752e,9f73ccb0,75842,belo horizonte,PR
db9d418e,9e81f44a,15908,curitiba,GO
9d2b5e55,1a4ed2c8,93617,sao paulo,PE
87c99e0f,b4e33b62,51626,sao paulo,PR
75970ec3,e71b420f,38228,porto alegre,RJ
cd3dccaa,73aa3c47,24386,porto alegre,RJ
2a811d02,fe761226,47754,rio de janeiro,SP
8346d131,b696c866,29302,porto alegre,RS
ff4c7313,cd1a3677,61815,rio de janeiro,SC
3f50d1a6,d78df814,85748,sao paulo,BA
836af345,2186ccbf,64344,rio de janeiro,RS
6ec6e981,4704f890,36618,rio de janeiro,SC
774b20ba,2a575e3a,77234,belo horizonte,SC
c6209f5d,546295e0,62114,porto alegre,MG
6dc4bb34,e3314e07,71130,rio de janeiro,PR
5fbe1c0e,15d981b5,26525,sao paulo,SP
1953860a,1ef93fad,80818,curitiba,PR
bda98dc7,9d9592e7,15334,rio de janeiro,SP
9417b804,fbfbd86c,95715,porto alegre,RS
d4b3dd5c,db1d2c0d,63767,belo horizonte,GO
28e35fec,2df2525e,7644,sao paulo,GO
040fbb10,53275012,33933,belo horizonte,RS
cb05ba21,0ca63cf1,44469,curitiba,PE
d4c5dfad,12fa0325,34687,rio de janeiro,RJ
124bb079,b634cde3,53656,rio de janeiro,SC
ec1cdd5e,ef4bf3a1,18375,porto alegre,SP
c86a894a,23d0899f,66206,rio de janeiro,ES
25182ed2,63268ab4,97462,sao paulo,PR
4788215a,d3ccda35,37607,curitiba,RS
e1b0b9be,a90c6663,84178,belo horizonte,SC
15c02e07,840f9504,24993,curitiba,SP
29ba5391,5a0655f5,45386,rio de janeiro,BA
d37e37a3,32a0f73d,47287,belo horizonte,PE
7af49dec,4e7ebe68,87724,porto alegre,PR
69502068,1c2337c4,99132,curitiba,GO
96d4dd0d,a0a12a3c,94308,belo horizonte,RS
f765405d,54fe5228,97393,belo horizonte,GO
47f20a26,be2fdaf0,77312,belo horizonte,SP
80b2e0df,fb15ea4e,99371,sao paulo,GO
de2995c9,f269379d,76324,curitiba,PR
b7aae70c,ccfcd5c3,72196,belo horizonte,RJ
4532131e,6a9ef6bf,71014,curitiba,SC
0e2379a8,4a516e04,9210,belo horizonte,RJ
f1a5b88e,fdab46f6,11922,porto alegre,RS
948ab616,bd7e5ac4,37289,porto alegre,RJ
2fd0ee7e,7603979b,34340,porto alegre,MG
9955a180,90b0e72b,40850,rio de janeiro,SC
d3d5f7b0,83decc4f,57984,belo horizonte,SP
d7b500f4,3a7537d0,85178,rio de janeiro,SC
62b56d5a,bb0d9053,12094,curitiba,MG
128dade3,11453082,88959,rio de janeiro,ES
730434c2,8ae05148,34418,curitiba,RJ
3e804167,04e16201,6741,curitiba,SC
ab1234c6,c25da8c7,73374,curitiba,GO
02a72299,2f2f8233,69798,rio de janeiro,SP
2120eeb6,6875711a,71532,belo horizonte,BA
450a6383,d80803dd,23164,rio de janeiro,RS
8fa846cd,eaf4e435,36595,belo horizonte,RS
d07acbdb,aa8bb80b,31257,belo horizonte,RS
4bca9e90,e4c0ff49,15211,curitiba,SC
10e86dd8,b6b203a3,96989,rio de janeiro,RJ
acab3691,38afef3c,6232,belo horizonte,SC
3960accf,66190138,68753,porto alegre,PR
28dfc012,9567dcb0,53691,belo horizonte,GO
5c5dadd0,a28bcc22,90765,porto alegre,BA
e9ed4205,348d5948,80768,rio de janeiro,BA
28a40b5f,cd06433f,26613,rio de janeiro,GO
af91317e,8ba3b772,15026,rio de janeiro,MG
8967f5a8,b8ac860c,54535,belo horizonte,PE
18094b8c,283c719d,95090,sao paulo,PR
fefc39f6,464bcf90,31908,belo horizonte,SP
78ca5c3d,28ac4068,53113,belo horizonte,BA
af9ca600,8645324f,20610,curitiba,RS
5bb61db8,1799a36e,47646,curitiba,SC
1ac7c72d,f3c041e9,64185,belo horizonte,MG
be1622b2,af1e68fa,73567,porto alegre,PE
a950fd90,033bd183,48574,curitiba,GO
3e49434f,dff1b248,92051,belo horizonte,ES
31d64465,973d9129,37182,sao paulo,SP
8c569604,edf82cfe,1570,porto alegre,PE
e2eb4490,60660b2d,98790,rio de janeiro,RS
ddc3b960,f3b031ef,20288,belo horizonte,PE
31704959,b83b7c25,79824,belo horizonte,BA
b20a5b04,33a2e582,30877,porto alegre,SC
5fec9502,3e7ae6da,85425,curitiba,GO
cfb1dc1b,16879fb9,1917,curitiba,PE
d370cd87,f87706a8,76602,curitiba,SP
34148bcf,18b6dec0,96040,rio de janeiro,PE
81e9bcd8,39cf1167,65575,porto alegre,ES
8a5566e7,0f7f5707,73518,porto alegre,MG
3f4eee63,056bce85,40104,curitiba,BA
6c4d502a,69e1c23f,19062,curitiba,SC
4cc231e0,490977b9,17999,sao paulo,RS
8cfe96aa,f7967537,62845,sao paulo,GO
2d262d73,65718262,10941,belo horizonte,GO
b2a80d7b,2d1ed22a,62169,belo horizonte,MG
f859d750,d863b9af,24470,porto alegre,RJ
96e460f6,fe129687,60821,porto alegre,RJ
d9e08a05,633ffc22,87669,rio de janeiro,RS
065aeb19,945e51b4,45435,rio de janeiro,PE
89475f29,a826446e,5529,sao paulo,ES
8ac1b8e2,0b95cbc5,84055,belo horizonte,GO
95e83ab5,a3a5338a,13192,sao paulo,PE
92357801,8bfecc52,75102,sao paulo,GO
9cbe881b,aaef32fd,73762,belo horizonte,GO
9319e71c,e88431b4,87795,rio de janeiro,PE
57cc2a9b,379b0221,35087,belo horizonte,MG
1a2069f7,064a696b,67677,curitiba,RJ
6a313f40,bfb1b4e2,5627,curitiba,PR
4b299436,cf5d6237,57541,curitiba,SP
ae7c7479,3227b9a4,69226,porto alegre,MG
0f7cfe66,7442a68a,4255,rio de janeiro,BA
3420290b,a22cf7e7,58433,rio de janeiro,ES
2dac2baf,a1d998c8,6213,porto alegre,ES
97dee6e3,6d1fc91f,20404,sao paulo,SP
f0c1a7de,1c1b556f,26380,curitiba,ES
191a3974,be8066eb,92056,curitiba,PE
523c53ae,a48fe99a,20173,sao paulo,ES
0d642b9b,e22e9af0,54027,belo horizonte,PR
169c6427,8af26890,24989,belo horizonte,ES
de462af8,4d174024,25519,rio de janeiro,GO
5f291bab,71b0f28a,23439,porto alegre,MG
b2ba1bd0,06815253,77949,rio de janeiro,PE
dc030e7a,44c958b0,15995,belo horizonte,RJ
12255ae4,97841506,24559,sao paulo,ES
d4ef7d38,2b6d7720,90049,rio de janeiro,RS
f554f826,0d568d09,6021,curitiba,RS
be99cb73,cc271e5b,99000,curitiba,RS
55adce3f,5b38dda1,22119,sao paulo,ES
796d9d8e,447eb482,52539,belo horizonte,BA
ce0faa13,f89f81bf,95835,curitiba,GO
7af9adab,401a258d,40350,curitiba,SC
b376b66b,b20f800f,47223,porto alegre,ES
a12a81c0,2fef0833,26517,rio de janeiro,BA
26da58a5,f99fc7e7,79653,belo horizonte,SC
1d29a545,c1c51a6f,23250,rio de janeiro,SP
597c8ba0,30fec6ea,85486,belo horizonte,PR
098a0407,098c55c5,83895,curitiba,GO
e9598619,cedf2a7c,90132,porto alegre,ES
61378793,124487a5,92066,rio de janeiro,MG
eeaa8947,dbd5b3a5,67798,curitiba,PE
4fc43c4d,ffff4c3e,55199,belo horizonte,MG
d763766d,92014324,60546,rio de janeiro,MG
6200212a,36ae2c89,89151,rio de janeiro,SP
417b9d5b,ca1a47c6,4327,curitiba,PE
a769cb4b,48076866,30768,rio de janeiro,SP
